Label,Baseline_F1,DistilBERT_F1,Improvement,Improvement_Pct
toxic,0.7042178323545115,0.8438763954052743,0.13965856305076274,19.831727717519225
severe_toxic,0.4137367130008176,0.4662813102119461,0.052544597211128474,12.700008377314257
obscene,0.7238095238095238,0.8390075014425851,0.11519797763306128,15.915510067725572
threat,0.3475935828877005,0.45569620253164556,0.10810261964394507,31.100292112950356
insult,0.6431446838740232,0.7674563591022444,0.12431167522822117,19.328726233018337
identity_hate,0.340567612687813,0.5871212121212122,0.24655359943339916,72.39490493166966
